mal_id,title,title_english,title_japanese,type,episodes,status,score,rank,popularity,members,favorites,synopsis,genres,themes,demographics,studios,year,url
54837,Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen,Villainess Level 99: I May Be the Hidden Boss but I'm Not the Demon Lord,悪役令嬢レベル99 ～私は裏ボスですが魔王ではありません～,TV,12.0,Finished Airing,7.13,3825.0,1414,183767,870,"The beginning of Light Magic and the Hero, an otome RPG, unfolds fairly normally: the heroine, Alicia Ehnleit, meets her three love interests one after another and then inevitably comes face-to-face with the villainess. Yumiella Dolkness may be of noble descent, but her dark hair and rare dark-type magic—both associated with the Demon Lord—spark fear in anyone who sees her. When she is five years old, Yumiella regains memories of her previous life in modern Japan, also realizing that her fate is to become the hidden boss that appears after Alicia and her suitors defeat the Demon Lord.

Yumiella refuses to live as the game dictates and, as she prefers the game's fantasy elements over its romance, she decides to cultivate her magical skills and level up in secret. However, everything falls apart on the day of the Royal Academy's entrance ceremony. Yumiella's powers are measured at level 99—something thought impossible even for the royal knights, let alone a 15-year-old girl. With the royal family requesting her help, and everyone else insisting that she prove her strength, Yumiella realizes that her dream of a quiet life is no longer an option.

[Written by MAL Rewrite]",Fantasy,"Isekai, School, Villainess",,Jumondou,2024.0,https://myanimelist.net/anime/54837/Akuyaku_Reijou_Level_99__Watashi_wa_Ura-Boss_desu_ga_Maou_dewa_Arimasen
54838,"Ugoku Tabi, Suzushii.",,動くたび、涼しい。,CM,1.0,Finished Airing,,,22983,160,0,"Animated commercial for Team DESCENTE.

There is two versions of the CM, but the difference is only the music.",Sports,Music,,,,https://myanimelist.net/anime/54838/Ugoku_Tabi_Suzushii
54839,Yoru no Kurage wa Oyogenai,Jellyfish Can't Swim in the Night,夜のクラゲは泳げない,TV,12.0,Finished Airing,7.76,1163.0,1954,123132,945,"Mahiru Kouzuki, a skilled artist, gives up on her passion after her elementary school classmates ridicule her colorful jellyfish mural. Several years later, upon encountering an unexpected admirer in Kano Yamanouchi—a former idol with a troubled past—Mahiru decides to pursue her childhood dreams once more.

Tasked with designing the mascot for Kano's new music project, JELEE, Mahiru enlists the help of her childhood friend and professional streamer Kiui Watase to make JELEE's first music video. Together with Kim Anouk Mei Takanashi, a pianist and fan of Kano's work as an idol, the girls aim to turn JELEE into a global hit. However, if they want to succeed in this ambitious endeavor, they will first have to free themselves from the shackles of their pasts.

[Written by MAL Rewrite]",Drama,Music,,Doga Kobo,2024.0,https://myanimelist.net/anime/54839/Yoru_no_Kurage_wa_Oyogenai
54841,Mekakure,,めかくれ,Movie,1.0,Finished Airing,6.35,8064.0,20124,305,0,"Shun is forced into playing with four friends. But they are not friends, he hates them. The unbearable heat and heavy atmosphere deepen his depression.

(Source: eventive)","Avant Garde, Horror, Suspense","Gore, Psychological",,,,https://myanimelist.net/anime/54841/Mekakure
54842,Sugar Apple Fairy Tale Part 2,,シュガーアップル・フェアリーテイル,TV,12.0,Finished Airing,7.65,1439.0,2788,71850,358,"Despite having accomplished a lifelong dream of hers, Ann Halford faces further challenges ahead. Bridget Paige, the daughter of the Paige Workshop's owner, still possesses the wing of Shall Fen Shall, Ann's former fairy companion. In determination to save Shall from the obsessive Bridget, Ann decides to join the Paige Workshop, hoping at the same time to perhaps reunite with her close friend.

Having been appointed head of the workshop, Ann becomes entrusted with rebuilding it to its former glory. She quickly discovers that the Paige Workshop has a unique focus on tradition and individuality, and recognizes that she will need to learn about her team and completely revamp the workshop in order to succeed. Motivated by her strong desire to rescue Shall and her obligations as a sugar artisan, Ann wholeheartedly dedicates herself to her new position.

[Written by MAL Rewrite]","Adventure, Drama, Fantasy, Romance",Visual Arts,Shoujo,J.C.Staff,2023.0,https://myanimelist.net/anime/54842/Sugar_Apple_Fairy_Tale_Part_2
54846,Aishang Ta de Liyou,The Girl Downstairs,爱上她的理由,ONA,22.0,Finished Airing,7.85,948.0,3674,43509,467,"The day Lee Joon joins Minsong University to reunite with Kim Margo, his high school crush, he is attacked by his new neighbor Lee Duna, a gorgeous former idol. Violent and impulsive, Duna turns Joon's world upside down. Later, to Joon's confusion, Margo seems incapable of making time to meet with him. To add to his dismay, Joon meets fellow student Choi Ira at a party. She becomes enamored with him after the pair partake in a risqué game. As Joon progressively discovers the truth about Duna's troubled past and Margo's harsh family conditions, he tries to sort out his tangled feelings.

[Written by MAL Rewrite]","Drama, Romance","Adult Cast, Love Polygon",,Red Dog Culture House,,https://myanimelist.net/anime/54846/Aishang_Ta_de_Liyou
54847,Ikimono-san,,いきものさん,TV,12.0,Finished Airing,5.89,10674.0,13739,1235,7,"A new series of anime shorts based on Atsushi Wada's original short film and game My Exercise.

(Source: ANN)","Avant Garde, Comedy",,,New Deer,2023.0,https://myanimelist.net/anime/54847/Ikimono-san
54848,Sakuretsu! Amabie-hime. Season 2,,炸裂！あまびえ姫。 Season 2,TV,12.0,Finished Airing,,14139.0,19032,375,1,The second season of Sakuretsu! Amabie-hime.,Comedy,,,CANON RECORDINGS,2023.0,https://myanimelist.net/anime/54848/Sakuretsu_Amabie-hime_Season_2
54849,Nightmare x Deathscythe: Hangyaku no Resonance,,Nightmare×Deathscytheー前編ー叛逆のレゾナンス,OVA,2.0,Finished Airing,5.58,,11637,2306,3,,Hentai,,,Anime Antenna Iinkai,,https://myanimelist.net/anime/54849/Nightmare_x_Deathscythe__Hangyaku_no_Resonance
54850,Oooku,Ōoku: The Inner Chambers,大奥,ONA,10.0,Finished Airing,7.41,2378.0,4454,29359,175,"Edo-period Japan stands strong and proud, decades after its imminent doom was prophesied. The new shogun, Yoshimune ""Nobu"" Tokugawa, encounters an array of traditions that, to her modern judgment, make little sense. An epidemic exclusively rages among men, resulting in men making up only one-fifth of the population. Still, three thousand young, agile, and beautiful men serve in the Oooku—the shogun's Inner Chambers.

To unearth the origins of the existing hierarchy where women head their families and govern the nation, Nobu reviews the chronicles of the odd disease. Customs and traditions have changed to accommodate for the plague; these new laws dictate the current culture and reflect the cruel story of the first female shogun, Iemitsu Tokugawa. Most notably, these customs seem to lead back to the moment a young monk, Arikoto Madenokoji, must abandon his way of life and devote his remaining days to the shogun and her Oooku.

[Written by MAL Rewrite]",Drama,"Historical, Samurai",Shoujo,Studio Deen,,https://myanimelist.net/anime/54850/Oooku
54851,Yakitori,Yakitori: Soldiers of Misfortune,,ONA,6.0,Finished Airing,6.47,7387.0,9078,5015,15,"With Earth colonized by a superior alien civilization, Akira's only chance at a better future is to enlist as an expendable Yakitori foot soldier. 

(Source: Netflix)","Action, Sci-Fi","Military, Space",,ARECT,,https://myanimelist.net/anime/54851/Yakitori
54852,Kikansha no Mahou wa Tokubetsu desu,A Returner's Magic Should Be Special,帰還者の魔法は特別です,TV,12.0,Finished Airing,7.06,4164.0,1606,158579,473,"After a decade spent fighting monsters in the Shadow Labyrinth—a growing dark cloud of magic that threatens to engulf the world and destroy all life—mage Desir Herrman and his five companions finally face their last foe: the dragon of destruction Boromir Napolitan. Although the group of heroes manages to slay this formidable opponent, the tremendous amount of mana stored within the dragon's body is released in an unstoppable explosion that annihilates the rest of the world.

However, instead of dying, Desir is sent back 10 years into the past with complete memories of events to come. He enrolls at Hebrion Academy, determined to put an end to the classist prejudice plaguing the magical world that will ultimately lead to the demise of humanity. Unfortunately, his struggle begins early on during the entrance exams; although he is ranked first of his group, Desir is assigned to the Beta Class, the default class for commoners.

Now, Desir's next objective is to rally someone to his cause that he could not save in his previous life: the wind mage Romantica Eru. Then, Desir will have to show his worth to the Alpha Class with his newly formed party if he wants to ultimately save as many lives as possible.

[Written by MAL Rewrite]","Action, Fantasy","School, Time Travel",,Arvo Animation,2023.0,https://myanimelist.net/anime/54852/Kikansha_no_Mahou_wa_Tokubetsu_desu
54853,Maou 2099,Demon Lord 2099,魔王2099,TV,12.0,Finished Airing,7.45,2189.0,2019,118478,375,"Five hundred years ago, the fantasy world of Alneath was torn apart by a war between magically gifted immortals and mortals armed with magical artifacts. The conflict came to an end when mortals' hero, Gram, slayed the Demon Lord Veltol Velvet Velsvolt. In 2099, the world looks a bit different. Alneath and technologically advanced Earth have fused in an event known as Fantasion. Immortals have been hunted down to near extinction, and technological implants called Familia allow mortals to use magic.

As the new world slowly recovers, Veltol's vassal Machina Solege resurrects him in Shinjuku, a techno-magical city constructed in the middle of devastated lands. However, Veltol's magic is severely weakened, and his former ally Marcus has betrayed him. To regain his fame and magical abilities, Veltol follows the advice of Takahashi—Machina's friend and a professional hacker—to start an unusual career: live streaming. His sharp tongue and comically poor gaming skills quickly secure him followers, but to dominate the world once again, Veltol must first uncover Shinjuku's secrets and thwart Marcus' vile plans.

[Written by MAL Rewrite]","Action, Fantasy, Sci-Fi",Urban Fantasy,,J.C.Staff,2024.0,https://myanimelist.net/anime/54853/Maou_2099
54854,Shadowverse Flame: Seven Shadows-hen,,シャドウバースF セブンシャドウズ編,TV,25.0,Finished Airing,6.79,5477.0,10291,3406,11,Second part of Shadowverse Flame.,Fantasy,Strategy Game,,Zexcs,2023.0,https://myanimelist.net/anime/54854/Shadowverse_Flame__Seven_Shadows-hen
54855,Senpai wa Otokonoko,Senpai is an Otokonoko,先輩はおとこのこ,TV,12.0,Finished Airing,7.3,2850.0,2604,80035,433,"Much like the other students at her school, first-year student Saki Aoi finds herself captivated by the beauty of her senior on the school board, Makoto Hanaoka. While she worries that Hanaoka would be uncomfortable receiving a confession from another girl, Aoi musters up the courage to tell her anyway. However, Hanaoka's response surprises Aoi for a completely different reason—Hanaoka is actually a cross-dressing boy!

Fully expecting Aoi to be abhorred by this revelation, Hanaoka is shocked to find that she has no issues with it. Though Hanaoka rejects Aoi's request to go out with her—citing his identity and the fact that he has never fallen in love before—Aoi insists that she will become his first love. Taken aback by Aoi's determination, Hanaoka wonders if he can really fall in love with her if he cannot find it in him to truly love himself first.

[Written by MAL Rewrite]","Drama, Romance","Crossdressing, Love Polygon, School",,Project No.9,2024.0,https://myanimelist.net/anime/54855/Senpai_wa_Otokonoko
54856,Horimiya: Piece,Horimiya: The Missing Pieces,ホリミヤ -piece-,TV,13.0,Finished Airing,8.15,471.0,617,407350,2923,"As the graduation ceremony at Katagiri High School comes to an end, Kyouko Hori, her boyfriend Izumi Miyamura, and their friends begin to look back on their time as students. The moments they shared together may be fleeting, but each one is a colorful piece of their precious memories.

[Written by MAL Rewrite]",Romance,School,Shounen,CloverWorks,2023.0,https://myanimelist.net/anime/54856/Horimiya__Piece
54857,Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season,Re:ZERO -Starting Life in Another World- Season 3,Re:ゼロから始める異世界生活 3rd season,TV,16.0,Finished Airing,8.46,166.0,612,412008,5812,"One year after the events at the Sanctuary, Subaru Natsuki trains hard to better face future challenges. The peaceful days come to an end when Emilia receives an invitation to a meeting in the Watergate City of Priestella from none other than Anastasia Hoshin, one of her rivals in the royal selection. Considering the meeting's significance and the potential dangers Emilia could face, Subaru and his friends accompany her.

However, as Subaru reconnects with old associates and companions in Priestella, new formidable foes emerge. Driven by fanatical motivations and engaging in ruthless methods to achieve their ambitions, the new enemy targets Emilia and threaten the very existence of the city. Rallying his allies, Subaru must give his all once more to stop their nefarious goals from becoming a concrete reality.

[Written by MAL Rewrite]","Drama, Fantasy, Suspense","Isekai, Psychological, Time Travel",,White Fox,2024.0,https://myanimelist.net/anime/54857/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_3rd_Season
54858,Hypnosis Mic: Division Rap Battle - Rhyme Anima +,HYPNOSISMIC -Division Rap Battle- Rhyme Anima PLUS,ヒプノシスマイク -Division Rap Battle- Rhyme Anima +（プラス）,TV,13.0,Finished Airing,6.85,5144.0,6272,12418,108,"A recent uptick in civilian riots and crimes has been observed across the country following the conclusion of the second Division Rap Battle. To make matters more chaotic, the individuals perpetrating the crimes have no recollection of the incidents nor any reason to be committing them in the first place. Suspecting these events to be linked to the effect of the Hypnosis Microphones, the governing Party of Words begins investigating the whereabouts of the mastermind behind them.

These cases have been more frequent in the six divisions, and their respective leaders are scrambling to find a way to prevent further havoc. But when the culprit pulling the strings threatens their territories with more calamity, the six leaders must put aside their personal differences and work together to stop this mayhem.

[Written by MAL Rewrite]",Sci-Fi,"Adult Cast, Music",,A-1 Pictures,2023.0,https://myanimelist.net/anime/54858/Hypnosis_Mic__Division_Rap_Battle_-_Rhyme_Anima__
